"site","ranch","treatment","landuse","year","pair_id","Orycteropus_afer","Proteles_cristata","Syncerus_caffer","Civettictis_civetta","Oryx_beisa","Canis_mesomelas","Diceros_bicornis","Sylvicapra_grimmia","Potamochoerus_larvatus","Tragelaphus_sp","Caracal_caracal","Acinonyx_jubatus","Genetta_genetta","Phacochoerus_africanus","Equus_quagga","Hystrix_cristata","Helogale_parvula","Taurotragus_sp","Loxodonta_sp","Litocranius_walleri","Giraffa_camelopardalis","Nanger_granti","Tragelaphus_strepsiceros","Equus_grevyi","Madoqua_guentheri","Mellivora_capensis","Hippopotamus_amphibius","Aepyceros_melampus","Oreotragus_oreotragus","Alcelaphus_buselaphus","Panthera_pardus","Panthera_leo","Papio_anubis","Erythrocebus_patas","Procavia_capensis","Lepus_saxatilis","Leptailurus_serval","Galerella_sanguinea","Crocuta_crocuta","Raphicerus_campestris","Xerus_erythropus","Hyaena_hyaena","Eudorcas_thomsonii","Chlorocebus_pygerythrus","Kobus_ellipsiprymnus","Ichneumia_albicauda","Ceratotherium_simum","Felis_sylvestris","Lycaon_pictus","Ictonyx_striatus","Bos_taurus","Camelus_dromedarius","Capra_hircus","Equus_asinus","Equus_caballus","Ovis_aries","longitude","latitude","annual_rainfall","frac_veg","erosion","root_dep_res_50cm","soil_org_carb","pH","sand","soil_pc1","soil_pc2"
"KEN-014-D0011","Segera","Conservancy","Conserved",2009,NA,9.042,0,0,0,0,0,0,0,0,0,0,0,0,2.26,33.906,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,6.781,2.26,0,2.26,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,36.79433,0.35642,567.2835083,0.46815365,0.496,0.438,16.33028922,6.598709333,30.04101625,1.003761834,0.110022665
"KEN-014-D0012","Segera","Conservancy","Conserved",2009,NA,4.527,0,0,0,0,0,0,0,0,0,0,0,0,0,36.217,0,0,0,2.264,0,6.791,2.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7763,0.35639,577.5227051,0.459391671,0.356,0.242,15.9657062,6.089254333,29.82881925,-0.24356283,-1.505692366
"KEN-014-D0013","Segera","Conservancy","Conserved",2009,NA,0,0,4.529,0,0,0,0,0,0,0,0,0,0,4.529,36.229,0,0,0,0,0,9.057,0,0,0,0,4.529,0,0,0,0,0,0,0,0,0,0,0,0,2.264,4.529,0,0,6.793,0,15.85,0,0,0,0,0,0,0,0,0,0,0,36.78513,0.34729,578.4080811,0.478129525,0.444,0.466,16.06014293,6.672648,17.79058592,0.231584269,0.289435162
"KEN-014-D0014","Segera","Conservancy","Conserved",2009,NA,0,0,9.104,0,6.828,2.276,0,0,0,0,0,0,0,6.828,27.312,0,0,0,13.656,0,22.76,0,0,0,0,0,0,13.656,0,2.276,0,0,0,0,0,11.38,0,0,22.76,0,0,0,2.276,9.104,0,0,0,0,0,0,0,0,0,0,0,0,36.78595,0.3283,584.897644,0.504159503,0.504,0.356,11.60979347,6.296105333,29.90501108,0.793919946,-0.621773511
"KEN-014-D0015","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,2.248,0,0,0,0,0,0,0,0,0,15.734,0,0,0,0,0,2.248,0,0,0,0,0,0,0,0,2.248,0,0,2.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7943,0.3202,586.2940063,0.482906527,0.404,0.398,14.61852938,5.968549,26.53264892,-0.376373905,-0.366431204
"KEN-014-D0016","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,36.448,0,0,0,0,0,0,0,0,34.17,0,0,0,0,0,0,2.278,0,0,0,0,0,0,0,0,0,0,0,0,0,4.556,0,0,25.058,0,0,0,9.112,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78522,0.31124,592.9640503,0.343649081,0.374,0.44,8.550075559,6.349722333,35.17334208,1.083630797,-0.399128626
"KEN-014-D0017","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321,44.102,0,0,0,13.927,0,2.321,0,0,0,0,0,0,18.569,0,0,0,0,0,0,0,0,0,0,2.321,9.285,0,2.321,0,0,0,0,0,0,0,0,2.321,0,0,0,0,0,36.77599,0.31995,594.2096558,0.498400674,0.518,0.298,14.91220351,6.330589333,33.60698708,0.897940757,-0.906264849
"KEN-014-D0018","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,2.303,0,0,0,0,0,0,0,2.303,39.157,0,0,0,9.213,0,2.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.303,2.303,0,0,0,0,0,13.82,0,0,0,0,0,0,0,0,0,0,0,0,0,36.76686,0.32903,590.9436646,0.382654597,0.476,0.298,9.492327827,6.125702333,35.28265867,0.897534448,-1.18663395
"KEN-014-D0019","Segera","Conservancy","Conserved",2009,NA,2.364,0,0,0,16.547,4.728,0,0,0,0,0,0,0,11.819,217.473,0,0,0,0,0,2.364,0,0,0,0,0,0,2.364,0,2.364,0,0,0,0,0,44.913,2.364,0,28.366,18.911,0,0,2.364,0,0,0,0,0,0,0,0,0,0,0,0,0,36.77612,0.37413,568.7832642,0.377641786,0.334,0.48,10.60410213,6.374685667,25.84229908,0.313417714,-0.050727688
"KEN-014-D0020","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11,0,0,0,0,0,2.37,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,2.37,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,36.74934,0.36504,581.8414917,0.263310331,0.564,0.498,10.96409363,6.061744667,21.68386492,0.152032333,0.497027963
"KEN-014-D0021","Segera","Conservancy","Conserved",2009,NA,0,2.373,0,0,0,0,0,0,0,0,0,0,0,0,4.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.76717,0.36513,577.2052002,0.305635638,0.666,0.298,10.50071784,6.541326667,33.74876875,1.907153281,-0.819483464
"KEN-014-D0022","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.378,45.186,0,0,0,23.782,0,4.756,0,0,0,0,0,0,4.756,0,0,0,0,0,0,0,0,0,0,0,0,0,2.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.76731,0.34716,582.7826538,0.39765222,0.36,0.31,10.53924439,6.156852333,41.45816292,0.96914031,-1.298802081
"KEN-014-D0023","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.381,50.008,0,0,0,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.381,0,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.75837,0.35645,582.0718384,0.36414628,0.292,0.234,10.71934888,6.544032667,31.43756083,0.727579171,-1.867056958
"KEN-014-D0024","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,7.152,0,0,0,0,0,0,0,0,40.528,0,0,0,4.768,0,2.384,0,0,0,0,0,0,4.768,0,0,0,0,0,0,0,0,0,0,0,2.384,0,2.384,7.152,0,0,0,0,0,0,0,19.072,0,0,0,0,0,36.75883,0.33854,590.0038452,0.367148703,0.498,0.292,9.567926248,6.208624667,40.22775792,1.395115208,-1.220815388
"KEN-014-D0025","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,9.532,2.383,0,0,0,0,0,0,0,0,71.492,0,0,0,9.532,0,0,4.766,0,0,0,0,0,0,0,2.383,0,0,0,0,0,0,0,0,7.149,26.214,0,0,14.298,0,0,0,0,0,0,0,16.682,0,0,0,0,0,36.77284,0.338,583.2766113,0.456145592,0.35,0.262,12.55089701,6.439788,29.88353167,0.516858797,-1.498727529
"KEN-014-D0026","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,2.431,0,0,0,0,0,4.863,0,0,14.589,0,0,0,0,0,26.746,29.177,0,0,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83928,0.31105,573.2688599,0.535894479,0.452,0.362,15.87011343,6.510989333,28.2893145,0.63565929,-0.49919007
"KEN-014-D0027","Segera","Conservancy","Conserved",2009,NA,2.489,0,0,0,0,9.956,0,0,0,0,0,0,0,0,298.693,0,0,0,9.956,0,4.978,4.978,0,0,2.489,0,0,4.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.82154,0.31086,580.319397,0.511655592,0.508,0.444,15.25547643,6.201752667,36.05141233,0.854403741,0.09037739
"KEN-014-D0028","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,2.614,5.227,0,2.614,0,0,0,0,0,0,36.592,0,0,0,2.614,0,2.614,0,0,0,2.614,0,0,2.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.80294,0.3114,587.243103,0.483407409,0.368,0.408,12.23899591,6.249915333,26.77104742,0.138624611,-0.443205546
"KEN-014-D0029","Segera","Conservancy","Conserved",2009,NA,0,0,4.975,0,0,2.487,0,4.975,0,0,0,0,0,0,17.412,0,0,0,14.924,0,0,2.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83009,0.311,576.5241699,0.470409334,0.43,0.284,12.02027434,6.325254,34.08983717,0.856276491,-1.259548865
"KEN-014-D0030","Segera","Conservancy","Conserved",2009,NA,9.97,0,0,0,0,4.985,0,4.985,0,0,0,0,0,0,418.75,0,0,0,24.926,0,2.493,19.94,0,0,7.478,0,0,4.985,0,0,0,0,9.97,0,0,2.493,0,0,24.926,2.493,0,2.493,32.403,0,0,0,0,0,0,0,0,0,0,0,0,0,36.81193,0.30229,588.885498,0.424641531,0.318,0.274,11.67363581,6.348592667,33.42699267,0.569249291,-1.524431815
"KEN-014-D0031","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,2.622,0,0,0,0,0,0,0,0,13.111,0,0,0,0,0,2.622,0,0,0,0,0,0,2.622,0,0,0,0,0,0,0,0,0,0,7.867,13.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.79473,0.30253,594.9644775,0.486655909,0.446,0.406,12.01410341,6.379037333,29.90309042,0.764163802,-0.354716891
"KEN-014-D0032","Segera","Conservancy","Conserved",2009,NA,5.275,0,0,0,0,15.824,0,10.549,0,0,0,0,0,10.549,73.844,0,0,0,5.275,0,5.275,26.373,0,0,5.275,0,0,0,0,0,0,0,5.275,0,0,21.098,0,0,5.275,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.77632,0.30213,601.9440918,0.4709001,0.382,0.352,14.3598076,6.428373333,30.03670458,0.516647601,-0.752970256
"KEN-014-D0033","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,9.989,4.994,0,0,0,0,0,0,0,0,42.452,0,0,2.497,9.989,0,12.486,7.492,0,0,0,0,0,7.492,0,0,0,0,0,0,0,0,0,0,0,4.994,0,0,0,0,0,2.497,0,0,0,0,0,0,0,0,0,0,36.82135,0.29319,589.3883667,0.513160523,0.404,0.444,13.08012989,6.256845,27.07934767,0.227351787,-0.103406955
"KEN-014-D0034","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.251,0,0,0,2.626,0,0,0,0,0,0,0,0,0,0,0,0,0,36.80317,0.29357,596.2523804,0.506660252,0.472,0.422,15.69301743,6.075785333,24.75296,-0.19385681,-0.033908149
"KEN-014-D0035","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,2.63,0,7.89,0,0,0,0,0,0,13.15,0,0,0,2.63,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78547,0.2925,601.2099609,0.466650949,0.542,0.34,15.53837095,6.387750667,28.54312633,0.708814366,-0.516909824
"KEN-014-D0036","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,4.998,0,0,0,0,0,0,0,0,2.499,12.495,0,0,0,24.99,0,2.499,4.998,0,0,0,0,0,0,0,7.497,0,0,0,0,0,0,0,0,0,7.497,0,2.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83021,0.28427,593.7825928,0.520401402,0.408,0.348,15.38530279,6.209625333,27.31607267,0.001837821,-0.683736607
"KEN-014-D0037","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,27.497,0,0,0,2.5,0,4.999,9.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.81221,0.28405,597.3644409,0.503394623,0.412,0.44,13.3629104,6.048003333,27.93416458,-0.047609129,-0.114724352
"KEN-014-D0038","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.79432,0.28448,603.8275757,0.465649261,0.43,0.292,14.80580925,6.163156333,32.09457592,0.304859769,-1.090214145
"KEN-014-D0039","Segera","Conservancy","Conserved",2009,NA,5.003,0,0,0,0,0,0,0,0,0,0,0,0,0,15.008,0,0,2.501,7.504,0,2.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.501,0,2.501,0,0,0,0,0,0,0,0,5.003,0,0,0,0,0,36.82116,0.27488,603.159729,0.53515323,0.372,0.466,13.60864972,6.246693333,23.34961933,-0.135251842,0.040203278
"KEN-014-D0040","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,2.616,0,0,0,0,0,0,0,0,10.462,0,0,0,7.847,0,2.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.80311,0.27523,605.4484863,0.437912379,0.388,0.4,10.31953779,6.220929667,30.0668055,0.469528231,-0.557446492
"KEN-014-D0041","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625,0,0,0,0,0,0,2.625,0,0,0,0,0,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625,0,0,0,0,0,36.785,0.27513,609.4906616,0.412901932,0.514,0.302,12.52737536,6.160335,34.97807967,0.850915043,-0.98229874
"KEN-014-D0042","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.002,0,0,0,0,0,2.501,2.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.002,2.501,0,0,5.002,0,0,0,0,0,0,0,17.506,0,0,0,0,0,36.83049,0.26628,604.8233032,0.47540248,0.294,0.346,13.16321859,6.321506333,24.98146533,-0.138408055,-0.953015103
"KEN-014-D0043","Segera","Conservancy","Conserved",2009,NA,2.564,0,0,0,0,12.821,0,0,0,0,0,2.564,0,2.564,394.872,0,0,0,215.385,0,5.128,5.128,0,0,0,0,0,5.128,0,2.564,2.564,0,0,0,0,0,0,0,15.385,0,0,7.692,12.821,0,0,0,0,0,0,0,7.692,0,0,0,0,0,36.81204,0.26656,607.456543,0.522154824,0.45,0.484,12.54099298,6.195140333,23.65776167,0.082865828,0.254595087
"KEN-014-D0044","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,5.277,0,2.639,0,0,0,0,0,0,29.024,0,0,0,5.277,0,0,0,0,0,0,0,0,0,0,0,0,0,10.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.554,0,0,0,0,2.639,36.79424,0.26621,612.6687012,0.484660533,0.478,0.386,11.26815153,6.265747,29.57518492,0.687135727,-0.466579917
"KEN-014-D0045","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,2.627,0,0,0,0,0,0,2.627,0,0,0,0,0,10.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.627,0,0,0,0,0,0,0,0,0,0,0,7.881,0,0,0,0,2.627,36.77665,0.26611,617.2736816,0.434144669,0.392,0.37,11.29544772,6.347870333,29.35211383,0.565895739,-0.718688513
"KEN-014-D0046","Segera","Conservancy","Conserved",2009,NA,0,0,22.014,0,0,2.446,0,0,0,0,0,0,0,4.892,46.474,0,0,2.446,4.892,0,17.122,4.892,0,0,0,0,0,2.446,0,4.892,4.892,0,0,0,0,0,2.446,0,2.446,7.338,0,4.892,9.784,0,0,0,0,0,0,0,4.892,0,0,0,0,0,36.8395,0.25733,610.4254761,0.544154552,0.364,0.314,13.46286545,6.388298619,27.96010792,0.313861417,-1.067322035
"KEN-014-D0047","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.513,0,0,0,0,0,36.82148,0.25683,613.6103516,0.488402096,0.374,0.328,14.00744279,6.359616333,22.94609567,-0.051268244,-0.900460335
"KEN-014-D0048","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,5.267,0,0,0,0,0,0,0,0,10.534,0,0,0,10.534,0,0,7.901,0,0,0,0,0,2.634,0,0,0,0,0,0,0,0,0,0,0,5.267,0,0,13.168,2.634,0,0,0,0,0,0,21.068,0,0,0,0,0,36.80229,0.25786,617.5291138,0.556663614,0.426,0.312,18.76881336,6.158772,20.31515817,-0.695099215,-0.735605401
"KEN-014-D0049","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,10.578,0,2.645,0,0,0,0,0,0,44.957,0,0,0,2.645,0,2.645,13.223,0,0,0,0,0,0,0,0,0,0,5.289,0,0,0,0,0,0,2.645,0,0,2.645,0,0,0,0,0,0,0,37.023,0,0,0,0,0,36.78481,0.25712,620.1925659,0.423165329,0.364,0.254,15.03135599,6.107933,34.20572525,0.146780158,-1.471358215
"KEN-014-D0050","Segera","Conservancy","Conserved",2009,NA,5.291,0,0,0,0,21.164,0,0,0,0,5.291,0,0,0,29.101,0,0,0,0,0,21.164,7.937,0,0,0,0,0,0,0,0,5.291,0,7.937,2.646,0,0,0,0,5.291,0,0,2.646,0,0,0,0,0,0,0,0,7.937,0,0,0,0,0,36.76714,0.25701,623.1738281,0.438900566,0.186,0.21,12.58298947,6.189927667,32.90317192,-0.148263337,-2.155548511
"KEN-014-D0051","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,2.086,0,0,0,0,0,0,10.429,0,0,0,6.257,0,45.886,10.429,0,0,0,0,0,4.171,0,0,0,0,4.171,0,0,6.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.086,0,0,0,0,0,36.77635,0.24813,624.5024414,0.496660593,0.478,0.368,14.37836525,6.076310667,30.16395125,0.226828725,-0.483800509
"KEN-014-D0052","Segera","Conservancy","Conserved",2009,NA,8.346,0,0,0,4.173,6.259,0,0,0,0,0,0,0,0,35.47,0,0,0,4.173,0,45.902,4.173,0,0,0,0,0,29.211,0,0,0,0,2.086,0,0,0,0,0,4.173,8.346,0,0,2.086,0,0,0,0,0,0,0,12.519,0,0,0,0,0,36.7854,0.23894,627.6033936,0.506917296,0.466,0.366,14.88042431,6.296807,29.03840617,0.442260524,-0.490492807
"KEN-014-D0053","Segera","Conservancy","Conserved",2009,NA,6.267,0,0,0,0,0,0,0,0,0,0,0,0,0,12.534,0,0,0,6.267,0,25.069,2.089,0,0,0,0,0,0,0,0,0,0,10.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7941,0.24794,621.1314087,0.524915231,0.442,0.426,13.45749191,6.433384,27.60975717,0.613453407,-0.153868738
"KEN-014-D0054","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.438,0,0,0,14.632,0,0,2.09,0,0,0,0,0,8.361,0,0,0,0,0,0,0,0,0,0,6.271,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,36.81226,0.24843,617.4317017,0.587891329,0.616,0.388,18.43298166,6.417112,18.62110475,0.164553766,0.112222493
"KEN-014-D0055","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.395,0,0,0,0,0,14.553,6.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.82139,0.23907,622.8547363,0.477644065,0.402,0.392,12.39352679,6.396315333,29.0900595,0.594008662,-0.506489178
"KEN-014-D0056","Segera","Conservancy","Conserved",2009,NA,0,0,2.091,0,0,0,0,0,0,0,0,0,0,18.822,14.639,0,0,0,12.548,0,41.826,8.365,0,0,0,0,0,6.274,0,0,0,0,0,0,0,0,0,0,4.183,2.091,0,0,2.091,0,0,0,0,0,0,0,0,0,0,0,0,0,36.80317,0.23891,625.753418,0.727629873,0.238,0.526,19.78188833,5.915289667,10.678885,-2.179368432,0.540699456
"KEN-014-D0057","Segera","Conservancy","Conserved",2009,NA,0,0,6.257,0,0,0,0,0,0,0,0,0,0,0,6.257,0,0,0,4.171,0,6.257,14.6,0,0,0,0,0,2.086,0,0,0,0,2.086,0,0,0,0,0,6.257,4.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.79423,0.22993,630.2527466,0.63788468,0.594,0.402,17.0041416,5.94184,14.75895067,-0.802100205,0.142868429
"KEN-014-D0058","Segera","Conservancy","Conserved",2009,NA,0,0,2.089,0,0,4.178,0,0,0,0,0,0,0,0,77.287,0,0,0,2.089,0,0,10.444,0,0,0,0,0,2.089,0,0,0,0,0,0,0,0,0,0,0,4.178,0,8.355,4.178,0,0,0,0,0,0,0,4.178,0,0,0,0,0,36.81241,0.22991,628.3682251,0.542914498,0.336,0.278,12.89658676,5.915069,24.45419567,-0.714109809,-1.366102185
"KEN-014-D0059","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,2.089,0,0,0,0,0,0,0,0,0,54.321,0,0,0,0,0,2.089,6.268,0,0,0,0,0,4.179,0,0,0,0,0,0,0,0,0,0,0,8.357,0,0,0,0,0,0,0,0,0,0,4.179,0,0,0,0,0,36.82126,0.22072,632.421936,0.560144245,0.492,0.41,13.75264445,6.551982667,32.554168,1.225472424,-0.202729018
"KEN-014-D0060","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,35.489,0,0,0,4.175,0,0,14.613,0,0,0,0,0,0,0,0,0,0,0,0,0,2.088,0,0,2.088,0,0,0,6.263,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83913,0.22087,630.1149292,0.483397809,0.466,0.39,13.15515292,6.330261333,29.67825358,0.65026661,-0.390095446
"KEN-014-D0061","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.496,0,0,0,2.099,0,0,4.198,0,0,25.19,0,0,0,0,0,2.099,0,0,0,0,12.595,0,0,0,0,0,0,6.297,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83023,0.24834,615.536377,0.452410708,0.516,0.358,13.70655582,6.215206667,31.135077,0.648155515,-0.519937901
"KEN-014-D0062","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,2.173,0,0,0,0,0,0,0,0,0,32.588,0,0,0,13.035,0,4.345,0,0,0,2.173,0,0,2.173,0,0,0,0,0,0,0,0,0,0,2.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.80309,0.22093,633.8949585,0.515402627,0.444,0.312,15.23393484,6.291438667,30.141481,0.403399544,-0.898051706
"KEN-014-D0063","Segera","Conservancy","Conserved",2009,NA,0,0,2.174,0,0,2.174,0,0,0,0,0,0,0,0,50.012,0,0,0,2.174,0,2.174,4.349,0,0,0,0,0,2.174,0,0,0,0,0,0,0,0,0,0,4.349,4.349,0,0,8.698,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7941,0.21204,638.4211426,0.505894285,0.498,0.442,11.63390442,6.176737524,32.88196458,0.807322066,-0.051790631
"KEN-014-D0064","Segera","Conservancy","Conserved",2009,NA,2.174,0,0,0,0,4.348,0,0,0,0,0,0,0,0,50.005,0,0,0,2.174,0,26.089,4.348,0,0,0,0,0,8.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.696,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7852,0.20235,640.4120483,0.463895416,0.472,0.462,11.95194978,6.262075667,24.29727033,0.316537886,0.112762793
"KEN-014-D0065","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,2.175,0,0,0,0,0,0,0,0,4.35,0,0,0,6.525,0,8.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.752,0,0,0,0,0,0,0,2.175,0,0,0,0,0,36.81249,0.19481,641.6051636,0.349898275,0.374,0.284,9.48305449,6.251691,35.49817367,0.834013604,-1.455417735
"KEN-014-D0066","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.526,0,0,0,6.526,0,2.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.175,0,8.702,0,0,0,4.351,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8033,0.20319,640.0255737,0.481148121,0.494,0.346,11.89914352,6.162458,33.64133758,0.770556309,-0.723105913
"KEN-014-D0067","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.756,0,0,0,8.702,0,2.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.351,2.176,0,0,15.229,0,0,0,0,0,0,0,0,0,0,0,0,0,36.81245,0.21229,637.2512817,0.536901146,0.392,0.416,14.2913183,6.298057,30.93896883,0.421353681,-0.299475216
"KEN-014-D0068","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176,110.99,0,0,0,10.881,0,10.881,10.881,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176,0,0,8.705,0,0,0,13.058,0,0,0,0,0,0,2.176,0,0,0,0,0,0,36.82137,0.20264,637.4492798,0.414901674,0.392,0.296,11.95826082,6.228381333,39.32188942,0.940957877,-1.276647787
"KEN-014-D0069","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.121,0,0,0,11.121,0,0,13.901,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83064,0.19375,639.7630615,0.508905347,0.48,0.404,13.52618385,6.11749119,35.66406067,0.711974825,-0.296390349
"KEN-014-D0070","Segera","Conservancy","Conserved",2009,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.58,0,0,0,2.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83006,0.21211,635.1437988,0.508648622,0.466,0.328,14.07585692,6.098551667,26.37556442,-0.006588897,-0.768704082
